,Date_Time,Score,URL,IP,Length,digits,digit_ratio,Hyperlinks,Sus_Words
15179,2023-01-30 21:09:30,5.3,http://m4agence.web.app/,2620:0:890::100,24,1,0.041666666666666664,1.0,0.0
15180,2023-01-30 21:09:29,2.0,http://lotus-trading.cn/,47.52.151.233,24,0,0.0,25.0,0.0
15195,2023-01-30 21:09:05,2.8,http://labanquepostal.co/ba85d0dcafacc34/login.php?particulier,185.27.133.11,62,5,0.08064516129032258,0.0,0.0
15196,2023-01-30 21:09:03,3.8,http://labanquepostal.co/,185.27.133.11,25,0,0.0,0.0,0.0
15200,2023-01-30 21:08:54,4.0,http://humbertoluizgt.github.io/Instagram-Clone,185.199.111.153,47,0,0.0,0.0,0.0
15201,2023-01-30 21:08:53,2.2,http://hmenya.com/verify,185.239.208.34,24,0,0.0,1.0,0.0
15202,2023-01-30 21:08:51,2.1,http://hih.com.eg/fbk-items-marketplace-2452426-app-token-15-204jdei8-2fe2hru242ht42/,68.66.226.79,85,20,0.23529411764705882,0.0,0.0
15209,2023-01-30 21:08:35,4.4,http://exsrmoriascaxs.com/ems/,85.120.222.55,30,0,0.0,1.0,0.0
15212,2023-01-30 21:08:29,3.4,http://e5mszi.webwave.dev/,185.30.124.158,26,1,0.038461538461538464,0.0,0.0
15214,2023-01-30 21:08:26,4.9,http://dnbauth2.firebaseapp.com/,199.36.158.100,32,1,0.03125,0.0,0.0
15217,2023-01-30 21:08:23,2.9,http://correos-es.web.app/,2620:0:890::100,26,0,0.0,0.0,0.0
15218,2023-01-30 21:08:22,1.8,http://coinnbasseprologiibn.godaddysites.com/,13.248.243.5,45,0,0.0,2.0,1.0
15223,2023-01-30 21:08:16,3.3,http://builderscenter.co.tz/,196.41.32.48,28,0,0.0,0.0,0.0
15225,2023-01-30 21:08:11,4.0,http://biocareremedies.in/admin/kjhkj/en.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4,164.52.211.137,219,62,0.2831050228310502,1.0,0.0
15227,2023-01-30 21:08:07,5.4,http://balancer-fi.link/app.balancer-fi.live/connect/,194.36.191.196,53,0,0.0,0.0,0.0
15229,2023-01-30 21:08:05,5.9,http://ayurvaidh.com/--/GNI-DE/GNI-DE/DEE/INGDE/929605ac569584266611/,148.66.138.105,69,18,0.2608695652173913,1.0,0.0
15230,2023-01-30 21:08:03,2.8,http://ayurvaidh.com/--/GNI-DE/GNI-DE/DEE/INGDE/3df859d5b87fc430e60e,148.66.138.105,68,12,0.17647058823529413,1.0,0.0
15231,2023-01-30 21:08:01,4.5,http://axispointclaim.co.in/,68.178.149.21,28,0,0.0,1.0,0.0
15233,2023-01-30 21:07:55,3.4,http://att-108184.weeblysite.com/,199.34.228.96,33,6,0.18181818181818182,0.0,0.0
15234,2023-01-30 21:07:53,3.4,http://att-108075.weeblysite.com/,199.34.228.96,33,6,0.18181818181818182,0.0,0.0
15239,2023-01-30 21:07:47,1.9,http://americaexpresuserloginerror.zogagetaapplication.workers.dev/,2606:4700:3034::6815:3d31,67,0,0.0,2.0,0.0
15247,2023-01-30 21:07:33,5.4,http://6548723lha235792.hostfree.pw/,185.27.134.139,36,13,0.3611111111111111,0.0,0.0
15250,2023-01-30 21:07:30,3.8,http://200744561301.kumpulbarengteman.my.id/,103.153.3.23,44,12,0.2727272727272727,1.0,0.0
15251,2023-01-30 21:07:28,4.8,http://200344652189.kumpulbarengteman.my.id/,103.153.3.23,44,12,0.2727272727272727,1.0,0.0
15252,2023-01-30 21:07:25,4.8,http://200168123303.kumpulbarengteman.my.id/,103.153.3.23,44,12,0.2727272727272727,1.0,0.0
15253,2023-01-30 21:07:23,5.4,http://124.106.21.211:8383/na.php,124.106.21.211,33,15,0.45454545454545453,0.0,0.0
15281,2023-01-30 19:45:01,4.2,https://crediunion1alaska.web.app/,2620:0:890::100,34,1,0.029411764705882353,0.0,0.0
15282,2023-01-30 19:44:50,3.0,https://boredapeyachiclub.xyz/,34.148.79.160,30,0,0.0,1.0,0.0
15331,2023-01-30 15:35:35,6.2,https://toyostone.co.jp/first/img/modules.html#x@x.com,61.126.42.230,54,0,0.0,0.0,0.0
15335,2023-01-30 15:35:28,5.2,https://t.co/lm6fpBOZe7,104.244.42.69,23,2,0.08695652173913043,1.0,0.0
15348,2023-01-30 15:34:24,5.1,http://spk-54.top/b6v9IIliLy9FPf_,85.217.145.45,33,5,0.15151515151515152,0.0,0.0
15367,2023-01-30 15:33:27,2.0,https://credelesc.netsys.mom/,104.21.33.205,29,0,0.0,2.0,0.0
15368,2023-01-30 15:33:25,5.4,https://cp19.machighway.com/~vaitsolc/bvn/websites/dir/rc%20latest/1b3a7c5d2b7e9a/wv3mo7j8pi0or7pq5zuhr5lx.php?email=bob@example.com,64.6.254.83,132,18,0.13636363636363635,0.0,0.0
15369,2023-01-30 15:33:22,2.6,https://clt1532786.bmetrack.com/c/l?u=EF8563F&e=15B1E16&c=176372&t=1&l=A02381A7&email=aI%2BLx%2B%2BcEYb6AQWPlGbKBbxytUmDUSH6&seq=1#Zm9ybWNvbnRAdW5pbC5jaA==,52.13.75.126,155,38,0.24516129032258063,0.0,0.0
15372,2023-01-30 15:32:54,5.1,https://bafybeicznlmfltnnen4qrykle5rr573xmpcfbkqmf63b4jm3astu4lf7uy.ipfs.w3s.link/,2606:4700::6812:1634,82,12,0.14634146341463414,0.0,0.0
15376,2023-01-30 15:32:37,5.3,https://004b51d.netsolhost.com/wireless/autolink.php?email=bob@example.com,206.188.193.204,74,5,0.06756756756756757,0.0,0.0
15387,2023-01-30 13:46:31,2.2,https://tinyurl.com/mr3kesrx,104.20.138.65,28,1,0.03571428571428571,1.0,1.0
15389,2023-01-30 13:46:04,2.8,https://supportebr.sslblindado.com/,187.17.111.96,35,0,0.0,3.0,0.0
15390,2023-01-30 13:45:49,2.5,https://s.id/1xuPJ,45.126.58.78,18,1,0.05555555555555555,0.0,0.0
15394,2023-01-30 13:45:10,3.2,https://sbbkonto.cluster1.easy-hebergement.net/rechung/pass/,91.238.72.69,60,1,0.016666666666666666,0.0,0.0
15398,2023-01-30 13:44:51,3.1,https://nationwidecarcompany.com/,68.65.123.54,33,0,0.0,3.0,0.0
15419,2023-01-30 13:43:09,5.1,https://dezembroameaqui.com/?COMON%2F=INDEX&amp;id=2&amp;tokenize=fc6c8162e5e3ec260490d9d80754411e,172.67.146.160,98,24,0.24489795918367346,2.0,0.0
15427,2023-01-30 13:42:09,3.8,https://acesse-facil-portalcliente23.com/luiza/?userID=&uri=FQcNaA0iwDk2oF2AsMezXV1yjTQoyD1caL6fM3zSqzA=,104.21.32.235,104,9,0.08653846153846154,2.0,0.0
15428,2023-01-30 13:42:08,4.2,https://acesse-facil-portalcliente23.com/luiza/?userID=&amp;uri=8tGEg30f//ur95cRHMfoRtocYv0/q7ZfjDUyCbMo4pU=,172.67.188.73,108,10,0.09259259259259259,2.0,0.0
15431,2023-01-30 13:41:58,4.2,http://informativaportale.com/,192.64.117.220,30,0,0.0,0.0,0.0
15438,2023-01-30 12:31:10,4.0,https://www.servizfatturazarubait.online/,105.147.236.238,41,0,0.0,0.0,0.0
15443,2023-01-30 12:29:44,1.2,https://samsuleristawedding.com/,2001:df0:27b:2::2:60f7,32,0,0.0,0.0,0.0
15463,2023-01-30 12:27:34,5.9,http://143.198.227.120/dak.php,143.198.227.120,30,12,0.4,0.0,0.0
15464,2023-01-30 12:27:33,5.9,http://124.106.21.211:8383/das.php,124.106.21.211,34,15,0.4411764705882353,0.0,0.0
15477,2023-01-30 10:56:35,3.3,https://kripta.org/,2606:4700:3036::6815:55fc,19,0,0.0,9.0,0.0
15484,2023-01-30 10:55:15,6.4,https://bafybeihrsl2ftkgyubeb5gsslfcmoefugg644d7slu5d2tjuwlaub3qofi.ipfs.w3s.link/b52.shtml#google-cloud-compliance@google.com&amp;22039N9H03-99,104.18.22.52,144,22,0.1527777777777778,0.0,0.0
15485,2023-01-30 10:55:10,6.3,https://atpproduct.com/asdf/fixed0/index.php?user=ip_admin@csl.co.th,203.146.127.133,68,1,0.014705882352941176,25.0,0.0
15497,2023-01-30 09:29:31,1.9,http://yuanweimaidehao.com/wp-includes/fonts/Aupost/track/index3.php,104.243.26.36,68,1,0.014705882352941176,25.0,0.0
15498,2023-01-30 09:29:29,1.9,http://yomost.ff.garena.site/5e639299a5d5962b44d2d400dcd2ef29,103.147.126.190,61,21,0.3442622950819672,2.0,0.0
15503,2023-01-30 09:29:18,1.9,http://www.visitpietroburgo.com/captured/,89.46.106.45,41,0,0.0,0.0,0.0
15510,2023-01-30 09:29:00,1.9,http://www.v2deniz.net/,190.14.39.217,23,1,0.043478260869565216,0.0,0.0
15511,2023-01-30 09:28:58,1.9,http://www.uknypxl-rqf-3.ml/sharepointOBENxf6kVzSUWvF74J8aHV8BHsrFjiPK/,69.49.244.150,71,6,0.08450704225352113,0.0,0.0
15512,2023-01-30 09:28:56,1.9,http://www.uknypxl-rqf-3.ml/sharepointcTKN5uFIubmYQ3NqagJxKHAK3HTrxwv9/,69.49.244.150,71,5,0.07042253521126761,0.0,0.0
15531,2023-01-30 09:28:22,7.3,http://www.irelandsissuesmagazine.com/form1/formpdf/e0cb93ccd49837f08910162c816b45a3/error.htm,78.137.164.73,94,23,0.24468085106382978,0.0,0.0
15532,2023-01-30 09:28:20,3.3,http://www.irees.ro/,188.213.20.38,20,0,0.0,18.0,0.0
15538,2023-01-30 09:28:10,4.0,http://www.estilmenut.com/MY/GVC/web-index.php,185.213.172.179,46,0,0.0,0.0,0.0
15559,2023-01-30 09:27:20,5.5,http://www.altiusinstitute.in/ss/DeLVqe&&wpUMS8/bellzAll.php?email=,68.178.145.91,67,1,0.014925373134328358,1.0,0.0
15560,2023-01-30 09:27:18,6.0,http://www.altiusinstitute.in/ss/7z=JVUZepSWs3a/bellzAll.php?email=,68.178.145.91,67,2,0.029850746268656716,1.0,0.0
15563,2023-01-30 09:27:02,4.9,http://www.200744561301.kumpulbarengteman.my.id/repay.php,103.153.3.23,57,12,0.21052631578947367,1.0,0.0
15565,2023-01-30 09:26:56,5.4,http://www.200168123303.kumpulbarengteman.my.id/repay.php,103.153.3.23,57,12,0.21052631578947367,1.0,0.0
15572,2023-01-30 09:26:30,3.6,http://wj.yxbdwlkj.com/,75.2.60.5,23,0,0.0,25.0,0.0
15583,2023-01-30 09:26:00,2.2,http://vcsindia.com/sg-z,78.142.63.93,24,0,0.0,1.0,0.0
15584,2023-01-30 09:25:58,6.1,http://uspsexpresslogisticsline.com/,31.22.4.94,36,0,0.0,21.0,2.0
15585,2023-01-30 09:25:56,4.9,http://upholldlloggiin.mystrikingly.com/,18.164.124.37,40,0,0.0,5.0,0.0
15587,2023-01-30 09:25:49,3.9,http://tokenunlock.gq/,172.67.172.131,22,0,0.0,0.0,0.0
15589,2023-01-30 09:25:46,2.2,http://sync-server.live/,34.74.37.249,24,0,0.0,10.0,0.0
15590,2023-01-30 09:25:44,6.2,http://synchpnxtsxl04.web.app/,2620:0:890::100,30,2,0.06666666666666667,1.0,0.0
15592,2023-01-30 09:25:41,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/47b8bc0/Login.php,103.116.104.238,69,4,0.057971014492753624,15.0,0.0
15593,2023-01-30 09:25:37,5.8,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/47b8bc0/,103.116.104.238,60,4,0.06666666666666667,15.0,0.0
15594,2023-01-30 09:25:33,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/249d83b/Login.php,103.116.104.238,69,5,0.07246376811594203,15.0,0.0
15595,2023-01-30 09:25:30,3.3,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/249d83b/,103.116.104.238,60,5,0.08333333333333333,15.0,0.0
15596,2023-01-30 09:25:27,3.6,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/249d83b,103.116.104.238,59,5,0.0847457627118644,15.0,0.0
15600,2023-01-30 09:25:13,4.2,https://www.ndnmag.fr/en/ffc6d5217a8b8c3a3b9a0d62e04aad61/execution.html?validation=e1s1,46.182.4.120,88,19,0.2159090909090909,0.0,0.0
15601,2023-01-30 09:25:11,4.2,https://www.ndnmag.fr/en/e1ddd98570fdff35812421f408fd21f7/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
15602,2023-01-30 09:25:09,4.2,https://www.ndnmag.fr/en/e08718b4f435f87d6c102d29a110a41e/execution.html?validation=e1s1,46.182.4.120,88,24,0.2727272727272727,0.0,0.0
15603,2023-01-30 09:25:07,4.2,https://www.ndnmag.fr/en/df63009bd1e00f319232303dae793442/execution.html?validation=e1s1,46.182.4.120,88,25,0.2840909090909091,0.0,0.0
15604,2023-01-30 09:25:05,4.2,https://www.ndnmag.fr/en/dc5e7f2a2a4178aa3f3abaabd5e58de0/execution.html?validation=e1s1,46.182.4.120,88,16,0.18181818181818182,0.0,0.0
15605,2023-01-30 09:25:02,4.2,https://www.ndnmag.fr/en/d929e060ee2e93ec86a04967f5bb1f20/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
15606,2023-01-30 09:24:59,4.2,https://www.ndnmag.fr/en/b1452ce9f852e211fe3cccc3884f5cac/execution.html?validation=e1s1,46.182.4.120,88,19,0.2159090909090909,0.0,0.0
15607,2023-01-30 09:24:58,4.2,https://www.ndnmag.fr/en/abfb070a048f40498729b38cbde24a31/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
15608,2023-01-30 09:24:56,4.2,https://www.ndnmag.fr/en/94416e1747088082998bd95f1cb6b6b2/execution.html?validation=e1s1,46.182.4.120,88,26,0.29545454545454547,0.0,0.0
15609,2023-01-30 09:24:54,4.2,https://www.ndnmag.fr/en/8360ea7386d80898b5383299daa4b031/execution.html?validation=e1s1,46.182.4.120,88,26,0.29545454545454547,0.0,0.0
15610,2023-01-30 09:24:53,4.2,https://www.ndnmag.fr/en/796c51a72f217dba4931605fb1159547/execution.html?validation=e1s1,46.182.4.120,88,26,0.29545454545454547,0.0,0.0
15611,2023-01-30 09:24:50,4.2,https://www.ndnmag.fr/en/5c3f9fe63f4bdb0d246c316805a647ab/execution.html?validation=e1s1,46.182.4.120,88,21,0.23863636363636365,0.0,0.0
15612,2023-01-30 09:24:48,4.2,https://www.ndnmag.fr/en/58d35b7ff6867c30b2db016b6e783a33/execution.html?validation=e1s1,46.182.4.120,88,23,0.26136363636363635,0.0,0.0
15613,2023-01-30 09:24:46,4.2,https://www.ndnmag.fr/en/57e0a43b1e366dd258436797a46b3024/execution.html?validation=e1s1,46.182.4.120,88,26,0.29545454545454547,0.0,0.0
15614,2023-01-30 09:24:44,4.2,https://www.ndnmag.fr/en/521a9c1b2de6c7f2ea5b6112ded3d353/execution.html?validation=e1s1,46.182.4.120,88,20,0.22727272727272727,0.0,0.0
15615,2023-01-30 09:24:42,4.2,https://www.ndnmag.fr/en/45f9776c62dfb2f01265062195d56316/execution.html?validation=e1s1,46.182.4.120,88,27,0.3068181818181818,0.0,0.0
15616,2023-01-30 09:24:40,4.2,https://www.ndnmag.fr/en/3c21c7d48949d098d9bf3b566a5b2db0/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
15617,2023-01-30 09:24:38,4.2,https://www.ndnmag.fr/en/34a0cad4f078264d0f31fd2f0fcbc825/execution.html?validation=e1s1,46.182.4.120,88,20,0.22727272727272727,0.0,0.0
15618,2023-01-30 09:24:36,4.2,https://www.ndnmag.fr/en/2d0dd30850236ae53663c65bddc65087/execution.html?validation=e1s1,46.182.4.120,88,24,0.2727272727272727,0.0,0.0
15619,2023-01-30 09:24:34,4.2,https://www.ndnmag.fr/en/25529d4393c0dd3b1b9055d1479d3ebb/execution.html?validation=e1s1,46.182.4.120,88,23,0.26136363636363635,0.0,0.0
15620,2023-01-30 09:24:33,4.2,https://www.ndnmag.fr/en/00b61bd07bc42a2b76dfdb0b458ef026/execution.html?validation=e1s1,46.182.4.120,88,20,0.22727272727272727,0.0,0.0
15647,2023-01-30 09:23:39,5.3,https://www.200344652189.kumpulbarengteman.my.id/repay.php,103.153.3.23,58,12,0.20689655172413793,1.0,0.0
15648,2023-01-30 09:23:36,3.8,https://www.200344652189.kumpulbarengteman.my.id/,103.153.3.23,49,12,0.24489795918367346,1.0,0.0
15657,2023-01-30 09:23:11,5.9,https://webmailsfr123.weebly.com/,199.34.228.54,33,3,0.09090909090909091,5.0,0.0
15663,2023-01-30 09:22:43,7.0,http://sumagayathri-999.github.io/NetflixClone/,185.199.109.153,47,3,0.06382978723404255,1.0,1.0
15676,2023-01-30 09:21:57,6.4,http://steamcomunilty.com/profles/76563825900781246,185.149.120.37,51,17,0.3333333333333333,25.0,0.0
15677,2023-01-30 09:21:56,6.5,http://status-review-100256681991.firebaseapp.com/,199.36.158.100,50,12,0.24,0.0,0.0
15678,2023-01-30 09:21:54,4.9,http://stasfeen.blogspot.com/,2607:f8b0:4006:81c::2001,29,0,0.0,0.0,0.0
15682,2023-01-30 09:21:39,2.4,https://substack.com/redirect/446f5693-36ee-4af8-a5ba-8801fb70f508?j==eyJ1IjoiMjJiZ2t5In0.Bbx84Ib6Dq4CEDCN0Y5cB8Xy_-Z4Mj8wbD1jQ__UkuI,2606:4700:4400::6812:21f5,133,35,0.2631578947368421,2.0,0.0
15691,2023-01-30 09:21:15,4.1,https://sksadesign.com/@/GlobalSources/index2.php?email=,103.8.25.216,56,1,0.017857142857142856,0.0,0.0
15695,2023-01-30 09:20:37,3.5,https://saurav20012.github.io/my-webpage/,2606:50c0:8001::153,41,5,0.12195121951219512,0.0,3.0
15698,2023-01-30 09:20:30,4.2,https://reurl.cc/6L1dqM,35.185.130.121,23,2,0.08695652173913043,0.0,0.0
15700,2023-01-30 09:20:15,5.9,https://projectsnetfix.com/,104.194.10.93,27,0,0.0,1.0,0.0
15732,2023-01-30 09:18:59,2.8,https://napthe.world/,216.218.133.125,21,0,0.0,1.0,0.0
15733,2023-01-30 09:18:57,4.0,https://n1sav.bemobtrcks.com/go/9cbcc6c1-1395-4d50-a15a-256b4de9f3a7,2600:1f18:43d1:2a02:b6ee:327b:545e:e578,68,20,0.29411764705882354,0.0,0.0
15736,2023-01-30 09:18:37,3.3,https://mariohodzelmans.nl/,164.90.211.145,27,0,0.0,25.0,0.0
15737,2023-01-30 09:18:36,3.0,https://majidumer781.github.io/Face-Book/,185.199.110.153,41,3,0.07317073170731707,1.0,0.0
15739,2023-01-30 09:18:29,4.0,https://linkler.ru/yajgev01/wp-tech01/gen/irYG6ATrgUk3,81.177.141.11,54,6,0.1111111111111111,1.0,0.0
15740,2023-01-30 09:18:26,2.3,http://sksadesign.com/@/GlobalSources,103.8.25.216,37,0,0.0,0.0,0.0
15742,2023-01-30 09:18:20,5.6,https://k365v.com/,20.24.96.47,18,3,0.16666666666666666,1.0,0.0
15743,2023-01-30 09:18:13,3.7,https://jaypix-creative.com/-/Mydhl/Mydhl/,213.186.33.18,42,0,0.0,0.0,0.0
15745,2023-01-30 09:18:07,6.0,https://ipfs.best-practice.se/ipfs/QmbcxdnNaiWiHYk1VKHkz5RX9TgnKDP5v5TMbmiWn9GDMQ/,2001:6b0:30:13:37:feed:babe:beef,82,6,0.07317073170731707,0.0,0.0
15747,2023-01-30 09:18:00,4.9,https://idorangefr5.weebly.com/,199.34.228.53,31,1,0.03225806451612903,4.0,0.0
15748,2023-01-30 09:17:59,3.3,http://shailavmalik.github.io/facebook-login-page/,2606:50c0:8000::153,50,0,0.0,17.0,0.0
15749,2023-01-30 09:17:57,4.8,http://shaadclt.github.io/Instagram-Static-Website,185.199.111.153,50,0,0.0,3.0,0.0
15761,2023-01-30 09:17:27,4.7,https://emasgol.com/gov.au/Login/,172.67.165.165,33,0,0.0,2.0,0.0
15773,2023-01-30 09:17:03,4.1,https://dexstatuschain.com/,84.21.172.42,27,0,0.0,12.0,0.0
15788,2023-01-30 09:15:57,5.6,https://bet988m.com/,185.90.62.155,20,3,0.15,0.0,0.0
15789,2023-01-30 09:15:54,6.4,https://bet810b.com/,185.90.62.155,20,3,0.15,0.0,0.0
15790,2023-01-30 09:15:51,5.6,https://bet773434.com/,185.90.62.155,22,6,0.2727272727272727,0.0,0.0
15791,2023-01-30 09:15:49,3.3,https://benriyatakuto.floppy.jp/172.19.48.99/DDHL/GlobalSources/index2.php?email=,163.44.185.201,81,10,0.12345679012345678,0.0,0.0
15792,2023-01-30 09:15:46,2.3,https://benriyatakuto.floppy.jp/172.19.48.99/DDHL/GlobalSources/,163.44.185.201,64,9,0.140625,0.0,0.0
15795,2023-01-30 09:15:39,6.0,https://bafybeihknaezwv2ihboz4p6m55we4ediramfcpi4suuz7f6o3atrlkneae.ipfs.w3s.link/,2606:4700::6812:1634,82,11,0.13414634146341464,0.0,0.0
15813,2023-01-30 09:14:51,3.6,https://agricolapatagonia.com/adobe/adobe-3D6/,151.101.194.159,46,2,0.043478260869565216,6.0,0.0
15815,2023-01-30 09:14:47,5.1,https://abet988.com/,185.90.62.155,20,3,0.15,0.0,0.0
15817,2023-01-30 09:14:44,5.6,https://7730308.com/,185.90.62.155,20,7,0.35,0.0,0.0
15818,2023-01-30 09:14:41,5.7,https://1to100yt.github.io/www.netflix.com/,185.199.111.153,43,4,0.09302325581395349,0.0,1.0
